Citation,,,Sample,,,Flow,,,,,,,Experimental Set up,,,,Outputs,,,,,Info
Article (MLA),Authors,DOI,"Geometry of Sample (flat, wire, or Cylindrical)","Dimensions of sample (Wire is in diameter, cylinder is in radius x length, rectangle is in L x W x H)",Material of sample,Oxygen Concentration,Pressure,Flow Velocity (Co flow is + and counter flow is -),Rig Name,"Internal geometry (Cylindrical , rectangular)",Internal Dimensions ,Gravity (g/gearth),"Ignition method (Wire, open flame, or Radiative Heater","Expireimental facility (Parabolic Aircraft, Drop Tower, Spacecraft, Sounding Rocket, Ground)",Ignition power (W),Ignition time (s),Ignition (Yes/No),Flame Length,FSR (Flame Spread Rate),HRR (Heat release rate),Smoke/ Areosols (yes/no),
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,Cu core; LDPE outer,21.0%,100 kPa,0,,,390 mm,0,Wire,Centrifuge,90 W,10 s,Yes,,7,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,Cu core; LDPE outer,19.0%,100 kPa,0,,,390 mm,1,Wire,Centrifuge,90 W,10 s,Yes,,3.2,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,Cu core; LDPE outer,19.0%,100 kPa,0,,,390 mm,1,Wire,Centrifuge,90 W,10 s,Yes,,3.2,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,Cu core; LDPE outer,19.0%,100 kPa,0,,,390 mm,1,Wire,Centrifuge,90 W,10 s,Yes,,3.5,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,Cu core; LDPE outer,21.0%,100 kPa,0,,,390 mm,1,Wire,Centrifuge,90 W,10 s,Yes,,4.9,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,Cu core; LDPE outer,21.0%,100 kPa,0,,,390 mm,1,Wire,Centrifuge,90 W,10 s,Yes,,5.1,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,Cu core; LDPE outer,21.0%,100 kPa,0,,,390 mm,2,Wire,Centrifuge,90 W,10 s,Yes,,4.5,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,Cu core; LDPE outer,21.0%,100 kPa,0,,,390 mm,2,Wire,Centrifuge,90 W,10 s,Yes,,4.9,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,Cu core; LDPE outer,21.0%,100 kPa,0,,,390 mm,3,Wire,Centrifuge,90 W,10 s,Yes,,4,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,Cu core; LDPE outer,21.0%,100 kPa,0,,,390 mm,3,Wire,Centrifuge,90 W,10 s,Yes,,4,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,NiCr core; LDPE outer,19.0%,100 kPa,0,,,390 mm,0,Wire,Centrifuge,90 W,10 s,Yes,,1.6,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,NiCr core; LDPE outer,19.0%,100 kPa,0,,,390 mm,1,Wire,Centrifuge,90 W,10 s,Yes,,1.5,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,NiCr core; LDPE outer,21.0%,100 kPa,0,,,390 mm,0,Wire,Centrifuge,90 W,10 s,Yes,,1.9,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,NiCr core; LDPE outer,21.0%,100 kPa,0,,,390 mm,0,Wire,Centrifuge,90 W,10 s,Yes,,2,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,NiCr core; LDPE outer,21.0%,100 kPa,0,,,390 mm,0,Wire,Centrifuge,90 W,10 s,Yes,,2.1,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,NiCr core; LDPE outer,21.0%,100 kPa,0,,,390 mm,1,Wire,Centrifuge,90 W,10 s,Yes,,2.1,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,NiCr core; LDPE outer,21.0%,100 kPa,0,,,390 mm,2,Wire,Centrifuge,90 W,10 s,Yes,,2,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,NiCr core; LDPE outer,21.0%,100 kPa,0,,,390 mm,2,Wire,Centrifuge,90 W,10 s,Yes,,2,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,NiCr core; LDPE outer,21.0%,100 kPa,0,,,390 mm,3,Wire,Centrifuge,90 W,10 s,Yes,,1.8,,,
"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a ground-based centrifuge."" Proceedings of the Combustion Institute 40.1-4 (2024): 105199.","Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, Osamu Fujita",https://doi.org/10.1016/j.proci.2024.105199,Wire,0.5mm core; 0.8 mm outer,NiCr core; LDPE outer,21.0%,100 kPa,0,,,390 mm,3,Wire,Centrifuge,90 W,10 s,Yes,,1.9,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""",-,,,PMMA,15.0%,57 kPa,600,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,15.6%,57 kPa,600,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,15.6%,57 kPa,600,,,,0.16,Wire,Drop Tower,,,Yes,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,16.0%,57 kPa,600,,,,0.16,Wire,Drop Tower,,,Yes,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,16.0%,57 kPa,600,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,16.3%,57 kPa,600,,,,0.16,Wire,Drop Tower,,,Yes,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,16.3%,57 kPa,600,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,16.6%,57 kPa,600,,,,0.16,Wire,Drop Tower,,,Yes,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,16.6%,57 kPa,600,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,17.0%,57 kPa,600,,,,0.16,Wire,Drop Tower,,,Yes,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,15.8%,57 kPa,800,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,16.4%,57 kPa,800,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,16.6%,57 kPa,800,,,,0.16,Wire,Drop Tower,,,Yes,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,16.2%,57 kPa,1000,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,16.3%,57 kPa,1000,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,16.5%,57 kPa,1000,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,16.5%,57 kPa,1000,,,,0.16,Wire,Drop Tower,,,Yes,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,16.7%,57 kPa,1000,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,16.7%,57 kPa,1000,,,,0.16,Wire,Drop Tower,,,Yes,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,17.0%,57 kPa,1000,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,17.0%,57 kPa,1000,,,,0.16,Wire,Drop Tower,,,Yes,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,17.5%,57 kPa,1000,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,17.8%,57 kPa,1000,,,,0.16,Wire,Drop Tower,,,Yes,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,17.8%,57 kPa,1000,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,18.0%,57 kPa,1000,,,,0.16,Wire,Drop Tower,,,Yes,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,17.0%,57 kPa,1440,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,17.6%,57 kPa,1440,,,,0.16,Wire,Drop Tower,,,No,,,,,
"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Results.""","David Urban, Sandra Olson, Daniel Dietrich, Dennis Stocker, Michael Johnston, Paul Ferkul, Gary Ruff, Jennifer Zayac, Susana Harper, Alfredo Juarez, Steven Peralta, Carlos Fernandez-Pello, Maria Thomsen, Ya-Ting Liao, Harold Beeson, Gregory Harrigan",-,,,PMMA,17.8%,57 kPa,1440,,,,0.16,Wire,Drop Tower,,,No,,,,,
